seed,total_requests,hits,hit_rate,num_misses,outage_rate,pair_count,single_count,pairs_both_satisfied,pairs_partial,pairs_none,top_popular,policy,run_idx
2054,10000,7270,0.727,2730,0.3065934065934066,1365,0,528,837,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(8), np.int32(9)]",topk,30
2055,10000,7286,0.7286,2714,0.39572586588061903,1357,0,283,1074,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(4), np.int32(3), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",topk,31
2056,10000,7368,0.7368,2632,0.3943768996960486,1316,0,278,1038,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(7), np.int32(8), np.int32(12)]",topk,32
2057,10000,7264,0.7264,2736,0.5,1368,0,0,1368,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",topk,33
2058,10000,7313,0.7313,2687,0.31410494975809455,1343,1,499,844,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(11)]",topk,34
2059,10000,7208,0.7208,2792,0.5,1396,0,0,1396,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",topk,35
2060,10000,7327,0.7327,2673,0.4998129442573887,1336,1,0,1336,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(10)]",topk,36
2061,10000,7284,0.7284,2716,0.26877761413843887,1358,0,628,730,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(10), np.int32(8)]",topk,37
2062,10000,7200,0.72,2800,0.47285714285714286,1400,0,76,1324,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(7), np.int32(8), np.int32(9)]",topk,38
2063,10000,7241,0.7241,2759,0.4342152953968829,1379,1,181,1198,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",topk,39
2064,10000,7324,0.7324,2676,0.5,1338,0,0,1338,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(10)]",topk,40
2065,10000,7297,0.7297,2703,0.4184239733629301,1351,1,220,1131,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",topk,41
2066,10000,7311,0.7311,2689,0.37634808478988474,1344,1,332,1012,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(9), np.int32(8)]",topk,42
2067,10000,7319,0.7319,2681,0.4998135024244685,1340,1,0,1340,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(9), np.int32(7)]",topk,43
2068,10000,7320,0.732,2680,0.5,1340,0,0,1340,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(8), np.int32(9), np.int32(7)]",topk,44
2069,10000,7333,0.7333,2667,0.49981252343457067,1333,1,0,1333,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",topk,45
2070,10000,7297,0.7297,2703,0.45763965963743986,1351,1,114,1237,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",topk,46
2071,10000,7239,0.7239,2761,0.4998189061934082,1380,1,0,1380,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(5), np.int32(4), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",topk,47
2072,10000,7223,0.7223,2777,0.325891249549874,1388,1,483,905,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",topk,48
2073,10000,7287,0.7287,2713,0.4998157021747143,1356,1,0,1356,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",topk,49
2074,10000,7281,0.7281,2719,0.49981610886355277,1359,1,0,1359,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",topk,50
2025,10000,6017,0.6017,3983,0.49987446648255085,1991,1,0,1991,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(9)]",lru,1
2026,10000,6066,0.6066,3934,0.5,1967,0,0,1967,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,2
2027,10000,6062,0.6062,3938,0.5,1969,0,0,1969,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lru,3
2028,10000,6163,0.6163,3837,0.43784206411258797,1918,1,238,1680,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lru,4
2029,10000,6039,0.6039,3961,0.49987376925018934,1980,1,0,1980,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(11)]",lru,5
2030,10000,6146,0.6146,3854,0.5,1927,0,0,1927,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,6
2031,10000,6105,0.6105,3895,0.49114249037227214,1947,1,34,1913,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,7
2032,10000,6032,0.6032,3968,0.5,1984,0,0,1984,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,8
2033,10000,6107,0.6107,3893,0.4998715643462625,1946,1,0,1946,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,9
2034,10000,6035,0.6035,3965,0.4998738965952081,1982,1,0,1982,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,10
2035,10000,6103,0.6103,3897,0.4998716961765461,1948,1,0,1948,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,11
2036,10000,5992,0.5992,4008,0.5,2004,0,0,2004,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lru,12
2037,10000,6070,0.607,3930,0.33155216284987277,1965,0,662,1303,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(8), np.int32(10)]",lru,13
2038,10000,6124,0.6124,3876,0.4840041279669763,1938,0,62,1876,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,14
2039,10000,6023,0.6023,3977,0.4998742770932864,1988,1,0,1988,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,15
2040,10000,6100,0.61,3900,0.3792307692307692,1950,0,471,1479,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",lru,16
2041,10000,6113,0.6113,3887,0.49987136609210187,1943,1,0,1943,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,17
2042,10000,6046,0.6046,3954,0.5,1977,0,0,1977,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",lru,18
2043,10000,5994,0.5994,4006,0.45032451323015477,2003,0,199,1804,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lru,19
2044,10000,6119,0.6119,3881,0.34784849265653184,1940,1,590,1350,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,20
2045,10000,6005,0.6005,3995,0.49987484355444306,1997,1,0,1997,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",lru,21
2046,10000,6059,0.6059,3941,0.4998731286475514,1970,1,0,1970,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,22
2047,10000,6110,0.611,3890,0.3712082262210797,1945,0,501,1444,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",lru,23
2048,10000,6012,0.6012,3988,0.36158475426278835,1994,0,552,1442,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,24
2049,10000,6121,0.6121,3879,0.49987110079917507,1939,1,0,1939,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,25
2050,10000,5990,0.599,4010,0.5,2005,0,0,2005,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,26
2051,10000,6081,0.6081,3919,0.4998724164327635,1959,1,0,1959,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(8), np.int32(10)]",lru,27
2052,10000,6016,0.6016,3984,0.4626004016064257,1992,0,149,1843,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,28
2053,10000,6024,0.6024,3976,0.5,1988,0,0,1988,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(9)]",lru,29
2054,10000,6051,0.6051,3949,0.3261585211445936,1974,1,686,1288,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(8), np.int32(9)]",lru,30
2055,10000,6072,0.6072,3928,0.3933299389002037,1964,0,419,1545,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(4), np.int32(3), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lru,31
2056,10000,6181,0.6181,3819,0.3938203718250851,1909,1,405,1504,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(7), np.int32(8), np.int32(12)]",lru,32
2057,10000,6043,0.6043,3957,0.4998736416477129,1978,1,0,1978,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,33
2058,10000,6107,0.6107,3893,0.31672232211661955,1946,1,713,1233,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(11)]",lru,34
2059,10000,5995,0.5995,4005,0.4998751560549313,2002,1,0,2002,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lru,35
2060,10000,6110,0.611,3890,0.5,1945,0,0,1945,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(10)]",lru,36
2061,10000,6086,0.6086,3914,0.26622381195707717,1957,0,915,1042,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(10), np.int32(8)]",lru,37
2062,10000,5970,0.597,4030,0.47890818858560796,2015,0,85,1930,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(7), np.int32(8), np.int32(9)]",lru,38
2063,10000,6007,0.6007,3993,0.4800901577761082,1996,1,79,1917,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,39
2064,10000,6098,0.6098,3902,0.5,1951,0,0,1951,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(10)]",lru,40
2065,10000,6092,0.6092,3908,0.4007164790174002,1954,0,388,1566,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,41
2066,10000,6114,0.6114,3886,0.3281008749356665,1943,0,668,1275,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(9), np.int32(8)]",lru,42
2067,10000,6039,0.6039,3961,0.49987376925018934,1980,1,0,1980,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(9), np.int32(7)]",lru,43
2068,10000,6133,0.6133,3867,0.499870700801655,1933,1,0,1933,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(8), np.int32(9), np.int32(7)]",lru,44
2069,10000,6116,0.6116,3884,0.5,1942,0,0,1942,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lru,45
2070,10000,6085,0.6085,3915,0.4998722860791826,1957,1,0,1957,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lru,46
2071,10000,6050,0.605,3950,0.5,1975,0,0,1975,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(5), np.int32(4), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,47
2072,10000,6007,0.6007,3993,0.31580265464562984,1996,1,735,1261,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,48
2073,10000,6097,0.6097,3903,0.49987189341532157,1951,1,0,1951,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,49
2074,10000,6094,0.6094,3906,0.5,1953,0,0,1953,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lru,50
2025,10000,6620,0.662,3380,0.5,1690,0,0,1690,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(9)]",lfu,1
2026,10000,6652,0.6652,3348,0.5,1674,0,0,1674,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,2
2027,10000,6678,0.6678,3322,0.5,1661,0,0,1661,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lfu,3
2028,10000,6693,0.6693,3307,0.43725430904142726,1653,1,207,1446,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lfu,4
2029,10000,6619,0.6619,3381,0.49985211475894703,1690,1,0,1690,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(11)]",lfu,5
2030,10000,6688,0.6688,3312,0.5,1656,0,0,1656,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,6
2031,10000,6637,0.6637,3363,0.4998513232233125,1681,1,0,1681,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,7
2032,10000,6632,0.6632,3368,0.5,1684,0,0,1684,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,8
2033,10000,6685,0.6685,3315,0.49984917043740573,1657,1,0,1657,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,9
2034,10000,6611,0.6611,3389,0.4998524638536441,1694,1,0,1694,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,10
2035,10000,6630,0.663,3370,0.5,1685,0,0,1685,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,11
2036,10000,6511,0.6511,3489,0.4998566924620235,1744,1,0,1744,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lfu,12
2037,10000,6656,0.6656,3344,0.33343301435406697,1672,0,557,1115,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(8), np.int32(10)]",lfu,13
2038,10000,6704,0.6704,3296,0.4993932038834951,1648,0,2,1646,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,14
2039,10000,6587,0.6587,3413,0.49985350131848816,1706,1,0,1706,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,15
2040,10000,6617,0.6617,3383,0.37924918711203076,1691,1,408,1283,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",lfu,16
2041,10000,6716,0.6716,3284,0.5,1642,0,0,1642,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,17
2042,10000,6602,0.6602,3398,0.5,1699,0,0,1699,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",lfu,18
2043,10000,6541,0.6541,3459,0.4556230124313385,1729,1,153,1576,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lfu,19
